,m3340,m1150,m2236,m839,m851,m1901,m3485,m407,m2117,m3827,m3365,m364,m263,m1804,m2642,m2058,m185,m1426,m2875,m3267,m1570,m3418,m3157,m1270,m1070,m2876,m1394,m973,m1704,m2475,m3681,m1265,m96,m113,m3420,m2679,m1017,m3626,m33,m1916,m3410,m368,m3082,m2811,m3156,m565,m2541,m3689,m15,m3462,m3277,m1726,m3296,m457,m1058,m2581,m3138,m2418,m2602,m776,m2824,m1152,m2118,m1543,m807,m2871,m1225,m3187,m1831,m2211,m18,m3746,m2771,m1369,m2555,m2903,m3929,m3851,m3389,m1332,m2408,m3818,m2019,m202,m2605,m2848,m1731,m1905,m1460,m2740,m1839,m416,m2013,m1203,m1487,m1605,m2395,m2103,m1453,m1090
m3156,0.5396128743753862,0.476581009779128,0.407170646107631,0.7310369896426381,0.4126295233780133,,,0.566607782562262,0.3756926409606982,0.5433686240053117,0.4038063683129145,0.4206031924598432,,0.6193888659248523,0.7372444779738948,0.4910345476208326,0.7024017234637342,0.6805167937770635,0.6094117711033145,0.4420373783214925,0.3632764250429652,0.4230353300288558,0.7013759316122867,0.397643767085345,,0.5969379710817113,0.2845596276229009,0.3722948504723642,0.3992318993592124,0.5457844519369288,0.3439393011117727,0.3702672246180525,0.3689015825039656,0.7520986016164699,0.4124403821533774,,0.4547188406070431,0.750833341315891,,0.3700044961923637,,0.5562611420371291,0.6730252108889987,,,0.6986933433029436,0.6490963875739519,0.7054433943206824,0.7516690138653643,0.2182424818753681,,0.6984402436271961,0.459061728448332,0.3790464943168606,,0.4962909398539805,0.6000341618362498,0.6428717419860224,,,,0.5962990907611025,0.3069730597579603,0.3762081850501613,,0.3811335767193686,0.2727533115745929,,0.72380734751946,1.0,0.6434376689659265,0.0499775810929452,0.670539600235435,,0.7796512208454147,0.6091148165841671,0.3311324727941194,0.8855528905085261,0.5553983737372986,0.647566931048554,0.6575688075814123,0.6046490407113749,0.2455896162681761,0.7909373805126845,0.5627972400763491,0.1670461211179763,0.8190195116500036,,0.6927483511397557,,0.7397845312473799,0.4185721205002407,0.4673063660000962,0.3120453631868864,0.5901801304204106,0.6228228714397466,0.3809980075701868,0.7325771698273253,0.6731564571740557,0.2908074669010145
m565,0.6800583913459844,0.6566709026180007,0.6459901492956375,0.3523215164267436,0.444625872190643,,,0.6924620999979444,0.2862597595657259,0.3891872376765594,0.3853084824969969,0.4421534829855489,,0.8070431180987618,0.6497910604305006,0.6093448975309951,0.6773051876040181,,0.3187237293368241,0.4689793038783567,,0.4850952055342143,0.7086246544492857,0.3368187181244704,,,0.4547729451262787,0.2902740622411961,0.5509355341179085,0.5734408019790482,0.2515718865127136,0.3467302803852046,,0.8369192640277356,0.4999112496669775,,0.4284102205035591,0.1706023824133927,,0.5929246396443605,,0.4411955031289601,0.443580508095554,,0.6986933433029436,,0.6635594489930808,0.7868292891403097,0.5061976369414422,0.4325660349912062,,0.6276640690464794,0.611145434090874,0.3724330077400957,,0.5404835713426556,,0.3952304877845623,,,,0.7023472328263651,0.3167801339113978,,,0.4120394679642387,0.2983498167657866,,0.6899996030541791,0.1942943048934998,0.4520535102268567,,0.43783710711143,,0.7949424026769005,0.5987524504221573,0.379260177798325,0.6228886673169687,0.1982783960553874,0.7462777216655923,0.6179723841426958,,0.4728226348457015,,0.3874405644237242,,0.4520953252594717,,0.7818798940171725,0.3888099471532966,,0.5308280012483026,0.354645945032765,0.3382192399383769,0.4973340821587029,0.3180724073518099,0.321614938706123,0.5673763097137365,,0.2827789102668123
m2541,0.505037685771973,0.3096218835863351,0.4960079850120815,0.5758023018996882,0.4762331689893181,,,0.6596240984291484,0.5630446051429268,0.5315196661192308,0.2715519639529827,0.4791691179271232,0.3153469835178637,0.44102263557048,0.6293171351988615,0.5256224317596191,0.6849762774163333,0.5548105018106744,0.6586820025423609,0.4664541569364712,0.1857480591677258,0.4970080901890029,0.6145601551015294,0.4255075442629227,,0.3602364859784606,0.4415928340869579,0.4764660602099663,0.3696316730937307,0.4640568697080596,0.3780463373833539,0.42605079550001,,0.7060266019154549,0.468440259526984,,0.4869567443210343,0.514462598231587,,0.3751145303995487,,0.5475224275839647,0.5888003365432622,,0.6490963875739519,0.6635594489930808,,0.4639589450227157,0.602078672406469,0.3334017489858847,,0.6673576514203887,0.2882366204774316,0.4524141690914364,,0.6095041312723547,0.4704484107647775,0.6365779079658128,,,,,0.4032468731239417,,0.02748009891343,0.3854780536218771,0.3639410094379509,,0.6611121632156053,0.4370760654729544,0.4847696268158839,0.3837746869620549,0.5908810040232539,,0.5666170517458168,0.4969011121904065,0.4062320569462536,0.6536058346474367,0.5931528940208848,0.3401259376885269,0.5632806231603442,,0.3070146151253277,0.2778993242372585,0.5636439404020332,0.4931819412754046,0.4576367351796392,,0.5240649455505391,,0.6212490909096768,0.6889866284946,0.512297557245777,0.3511260843913006,0.6339390431037526,0.4463171896899356,0.3851431192203881,0.8907567613530453,0.6651038588005614,0.3793672444199316
m3689,0.9450103871734304,0.1371068300632413,0.455871535606048,0.8614607617923074,0.7552485209531143,,,0.6794728338141903,0.2543205179560147,0.5477432961317417,0.213098506300857,0.3546255673390612,,0.8200102492070029,0.8670416922872431,0.4227441855100328,0.7268625280119128,,0.5631543162933316,0.2616167362633778,,0.4709128339518796,0.5277601618805335,0.2049512515613658,,0.4918416554621796,0.264634683446721,0.3125992776629905,0.2467562138996291,0.6445003231801497,0.2432213554948139,0.2372293741878259,,0.1796153902354821,0.3210498949999247,,0.2396894212615783,0.8352440595562126,,0.5669346579699046,,0.452459255097395,0.3552435319968592,,0.7054433943206824,0.7868292891403097,0.4639589450227157,,0.6589883126839744,0.2308265576360373,,0.7626044721309715,0.3983765225303882,0.2061521244699305,,0.5373195875097619,0.6681675487742573,0.5351988266548825,,,,,0.3582240954575729,,,0.2692097722249283,0.1398977657947719,,0.8017774447217845,0.3380299380833329,0.4751555698220189,0.0871789148485107,0.9156493607360884,,0.831451550456346,0.8844032994401594,0.3342842287867544,,0.8369735373212467,0.7103193387883322,0.820197021696057,,0.2239008809336258,0.6228423247556181,0.5234039370412319,0.2065814680446787,0.947210476924556,,0.4958549440603996,0.9144475527399888,0.7053100556364775,0.8892267114365953,0.5295042714195708,0.1918070717251707,0.7124214689232338,0.657237259574585,0.341401286375167,0.970850596677164,0.8857127334691224,0.2099033937614928
m15,0.8792717243947332,0.3681618120281054,0.4014892876195228,0.6745460609274776,0.6180455510967889,,,0.5901225419700868,0.2449856232649842,0.5578450024967635,0.2616029301606861,0.2939843032730906,,0.7697426137665944,0.8396278248373888,0.4086223487388281,0.7445881009212816,0.8224107738221813,0.652765262297845,0.3309202227157147,,0.4100500130635582,0.6381945038540021,0.2726324131896738,,0.6610902168156598,0.2820231201164752,0.2034292705401009,0.306631399556439,0.4029202084973963,0.205248922930272,0.2234810053812216,,0.3437259173810723,0.289222613624983,,0.4358568040540477,0.5874372965776913,,0.5355826546874537,,0.489582231550898,0.5722286090273974,,0.7516690138653643,0.5061976369414422,0.602078672406469,0.6589883126839744,,0.2754898658175751,,0.6221733039460231,0.4501071043913195,0.2454047404481328,,0.6301035406303332,0.3289093385357629,0.5166699538387394,,,,0.01049592719048,0.3608898849101365,,,0.2123513236468343,0.2792420437095585,,0.7496198407203153,0.0157068610824697,0.6459250490379366,0.2425234083405222,0.7899087724328231,,0.9349689511783243,0.7216196661784972,0.4123620301056841,,0.7967753230539651,0.5819031930666781,0.7834990349316214,,0.1960239398709857,0.9472293913126782,0.7569375968108047,0.145019023094968,0.8317899530999546,,0.578059433794736,,0.9412034301699485,0.7331127301303199,0.3940214438044373,0.1958284220506989,0.7199770311752646,0.8769578896490631,0.3623078795180109,0.6946428351551142,0.6879760591646038,0.1991578405541499
m3462,0.2952725873814905,0.525888031041831,0.4906166714023677,0.3596340526540228,0.4928036232828938,,,0.3802436049207571,0.4219055018505901,0.3324151228982724,0.6579446193610226,0.5106227824742392,0.8994598035502883,0.4137738778518841,0.2177978106916265,0.4004023078527345,0.2485472441816679,0.026023511183241,0.358839014862857,0.5895263343374146,,0.5370222018790799,0.3140239346880602,0.5621731953118047,,0.1065780581418618,0.6003392813507117,0.7140939328673169,0.6431768417973684,0.3001605981365661,0.6728147860604848,0.6425223993955911,0.6922553937734566,0.1810166854550749,0.391962513550704,,0.5736398696549311,0.3520940072339706,,0.60732809188514,,0.4122473966463,0.2805626904174423,,0.2182424818753681,0.4325660349912062,0.3334017489858847,0.2308265576360373,0.2754898658175751,,,0.2157447635816359,0.6041017053155047,0.5683648666514793,,0.387877312429132,0.2821155617725059,0.3588483614370282,,,0.6640913671288822,0.4605561764838226,0.5683280160951905,,,0.6932286157658543,0.6934233454823453,,0.2995123464761779,0.7769017327117769,0.3931291144600602,0.4900439947560863,0.4889015362187924,,0.1175013218353444,0.3125542950494643,0.6838144473023029,0.4743969666297849,0.6232782796209517,0.4113813495099309,0.2471425133678752,,0.7781924786477028,0.1701942247617119,0.2381820873310375,0.8766148885207248,0.3683214533085732,,0.201644943080578,,0.1123550360905872,0.2282699543976517,0.3744303334253044,0.7406064341744059,0.4763507112310211,0.1487520406930496,0.6873580315970561,0.0253212983517117,0.3340577041290493,0.6124675053644209
m3277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m1726,0.632911322048932,0.4268322322159833,0.6248709725108448,0.788233454564237,0.6654705764703069,,,0.5400213575270575,0.3293973661032023,0.3790146616014455,0.1730184034715859,0.3916383582929145,,0.4891409062312146,0.8047617656827237,0.416327331503403,0.7049578944040016,,0.7390056982365045,0.43619939823153,,0.3518328803747305,0.739863913507328,0.4085101775069494,,,0.2555134555092185,0.541874832677501,0.2604415807772685,0.4697410063729655,0.2943239073518386,0.3891647633822259,,0.6037416256075934,0.102066494943973,,0.4731042805457426,0.594937331092994,,0.4200556404198631,,0.4896698873467341,0.6085410263820068,,0.6984402436271961,0.6276640690464794,0.6673576514203887,0.7626044721309715,0.6221733039460231,0.2157447635816359,,,0.5538492187758477,0.2986306251037867,,0.5644593937187837,0.4939391975028389,0.3959230894556994,,,,0.457698841953172,0.3418784631808705,,,0.385285484510836,0.2735498575073227,,0.6653655164692676,,0.4032691543142248,0.7226668757467081,0.7699577800668551,,0.8161330631723018,0.7695768004632251,0.6666061713506969,0.1986749446054865,0.1906625869893009,0.4060956374663825,0.7508475385358075,,0.288530934098115,0.7152465695379944,0.7160704024273786,,0.8003209893943684,,0.4669843031624542,,0.6168435868529323,0.740335468593909,0.4326850110116329,0.1805218207235313,0.6042536670553874,0.895317814830193,0.2824604539952937,0.9133688799849188,0.7025743313539581,0.234837108184753
m3296,0.1543212328842637,0.6313022131985041,0.7423705650130472,0.5987608843702432,0.6183866524564356,,,0.2039437733911759,0.4564257159799721,0.4585827980647964,0.5738638879389493,0.5501356593278921,0.6621392673294726,0.6003269882371223,0.3255600293634209,0.5600701101583182,0.4552864714637626,0.9076048994071364,0.5049472246278927,0.6392092060740655,,0.6057226186040635,0.549927086802966,0.6066619803185204,,0.3165812537516784,0.5777400025086648,0.5554458105469827,0.6407568160731715,0.5120551233184795,0.5859514298718962,0.5309177736918576,0.4623690240968339,0.0903002888650376,0.6875761310437022,,0.5485330298535811,0.4342483198594173,,0.6089209447744771,,0.5907092609171375,0.6334172720915733,,0.459061728448332,0.611145434090874,0.2882366204774316,0.3983765225303882,0.4501071043913195,0.6041017053155047,,0.5538492187758477,,0.6752786691765545,0.0524453229420857,0.5543236076144488,0.4663169841642349,0.4347803013933835,,,0.5064883278804185,0.380743127129465,0.3763584627697557,,,0.4979034014334087,0.5960886187261927,,0.3881544731395898,0.5391713151623664,0.5626113540985312,0.1925054486641159,0.2880363057309075,,0.4634189924701822,0.3134517010040849,0.6078621356565491,0.1764338480128386,0.3911685762844635,0.3479470688097495,0.4091013820091562,,0.6521796556966749,0.741356487988178,0.5111138040382589,0.3901630490629318,0.3803695527081032,,0.3137034039783953,,0.1592916524454088,0.4027291645927361,0.5692174615419199,0.6238801446675091,0.417655988265962,0.8479119354346378,0.413835569933904,0.1578424821995476,0.4138199577809441,0.5756736715973252
m457,0.3890661801632143,0.5671486119643196,0.5221456277011507,0.215441482810777,0.4490009724606847,0.4449538481556191,,0.3528922070815097,0.5433916752501178,0.5264281825999899,0.6481766090615118,0.6589627032195643,0.3121483132905454,0.3804896695910039,0.2197601537655777,0.5652203209195275,0.3651105246573649,0.259907222145848,0.4469974368677483,0.5271857721023415,0.5355748190782674,0.5405581463285282,0.3912289504695895,0.719043783185306,,0.2627783152282272,0.610016450025124,0.5097484173879108,0.7101518001287617,0.404318553615158,0.68825719203252,0.6291258521806484,0.4930410883596825,0.3043925486004323,0.5491300735476063,,0.545516537422278,0.3640011893564338,,0.4084967647889441,0.6730144787481351,0.5595088907901903,0.4848893358057454,,0.3790464943168606,0.3724330077400957,0.4524141690914364,0.2061521244699305,0.2454047404481328,0.5683648666514793,,0.2986306251037867,0.6752786691765545,,0.209399560686508,0.4354006622425205,0.3822268824335195,0.4194058672979852,0.4641488536078584,0.0946546732007541,0.4834210942645025,0.5352937595322917,0.547647691128425,0.5729766920481603,0.3921342017255975,0.5914201493480603,0.657196434559772,0.0038811850253527,0.2667919884151192,0.7552308021582022,0.4703503966418377,0.5252575658523537,0.2872989158888963,0.2667977587033313,0.2680941484599445,0.1951690723144118,0.4969526263230889,0.6249507980525459,0.2602532827646661,0.2987035498744906,0.3129887580609468,0.114389026670033,0.6493096522185664,0.4305963481509155,0.4084605795283607,0.7374935209211736,0.1764183165668247,,0.2778527976614675,0.1787404189190868,0.2093990793663791,0.2516133774937079,0.5162030348469858,0.6756657522080904,0.3692711304957933,0.212096395410723,0.4957706884479971,0.4170911349245543,0.2575357478647669,0.6946810687193546
m1058,,,,,,,,,,0.1037675213163759,,0.2478853801662657,,,,0.0207546145342607,,,,0.2242032331642776,,0.5132032112519592,,0.4872036855461116,,,0.4640787998292092,,0.1673758349674514,,,0.3280211539651561,,,,,,,,0.3501374663180352,,0.3984478314976258,0.4529878625989902,,,,,,,,,,0.0524453229420857,0.209399560686508,,,,,,,,,,,,,0.2318915835248206,,,,,0.7075552528914277,,,,,,,,,,,0.0664189854775821,,0.7059943664093908,,,,,,,,0.8691815461328993,0.0357312910742079,,,0.0033221291946053,,,0.1210852797638809
m2581,0.6582164229909049,0.3002126623051008,0.6031113434855513,0.498543560124936,0.5889395919065886,,,0.5031889509320916,0.5196677923657247,0.6735403660967898,0.3071295441525191,0.456073328116328,,0.5279564814763067,0.552419902018825,0.5412749879083261,0.6478210561763793,0.268149114016298,0.6004271532779051,0.4300057468718427,0.4042354510574721,0.4624777977588023,0.6513236011921025,0.4135459865152213,,0.4992294491015659,0.416050280125976,0.5218608379075773,0.4564277538787629,0.4088717408557728,0.3335346503135855,0.4121172025360221,0.0471797194404268,0.7057177442302568,0.504182023571048,,0.5921595344338807,0.5214935986690773,,0.4789557418386322,,0.5007294470978494,0.5426555210282348,,0.4962909398539805,0.5404835713426556,0.6095041312723547,0.5373195875097619,0.6301035406303332,0.387877312429132,,0.5644593937187837,0.5543236076144488,0.4354006622425205,,,0.652391432409268,0.3723502664143135,,,,0.8268929804830191,0.5911062025870502,,0.6240826602495553,0.4507516668323605,0.3718099777260417,,0.6356478898769645,0.5249864897377813,0.5405705430130981,0.3187835974419655,0.587883446428339,,0.6661755871174657,0.3639210540520164,0.3412920970262467,0.7478273786467337,0.3436130898103828,0.4562130616201617,0.5748959769183765,,0.3717434842361671,0.8192962635140373,0.6377704843746136,0.1552163508646896,0.5404448179759949,,0.4473267321270703,,0.6912160598632804,0.5870917423024677,0.5550418960583158,0.3269989430373852,0.4780068352418261,0.6510013398847805,0.4257862007351483,0.4341049277510433,0.6598127303924384,0.3733874275165616
m3138,,0.1266268196842475,0.4446209726690815,0.7456678800063955,0.4833930147477281,,,0.6360047017071977,0.4110152969493761,0.8328257097511566,0.3432553177787635,0.5109477155154432,,0.5653487139015387,0.5923265900862115,0.7246353082011222,0.6572861795354351,,0.5927276490507227,0.3061361071254461,,0.5094169150103957,0.2506996446677356,0.3990431165103565,,,0.3543276670919095,0.4599955846461444,0.4126967547702307,0.6112794295412176,0.1970574735178711,0.4159867822761333,,0.6345578817786968,0.4972086988656872,,0.4921608959597831,,,0.5260565151718793,,0.5506414859976365,0.598440753567571,,0.6000341618362498,,0.4704484107647775,0.6681675487742573,0.3289093385357629,0.2821155617725059,,0.4939391975028389,0.4663169841642349,0.3822268824335195,,0.652391432409268,,0.4598830143505987,,,,,0.3114200282647039,,,0.5131185816786807,0.2790550502141323,,0.5297176531670745,0.4260863589393365,0.2838004093952765,,0.5842078225632464,,,0.8053899726407877,,0.3392763897019907,,0.2926511637293566,0.5860118591462918,,0.3954554032950237,0.4101679072069119,0.7690476038600832,0.7557595754627906,,,0.7974666031877742,,,0.8281560046597025,0.4053865339627549,0.2812956003744485,0.6946531794124936,0.4023724352587854,0.3426048783088876,,0.9236075287158652,0.378526705936591
m2418,0.6742861949730846,0.6247829997739629,0.5982276912649479,0.7408064928858713,0.3255305027304982,,,0.5233814061732938,0.4672651448367523,0.5520422441285725,0.301747698403033,0.3825364155944415,,0.6098912057883215,0.6850059367337865,0.3786598922413399,0.7017660300619819,,0.5351169114409383,0.5217384923762417,,0.398999037945382,0.5213304043340791,0.3140845763769224,,0.2131199291287746,0.5080254310415411,0.3511495813806756,0.2978146146790073,0.6583328133637046,0.2560286981074936,0.3687069600744742,0.5469791734168538,0.7654355097509917,0.473170705251232,,0.7132962569559131,,,0.4349989782918714,,0.3822603832810388,0.5082504898711967,,0.6428717419860224,0.3952304877845623,0.6365779079658128,0.5351988266548825,0.5166699538387394,0.3588483614370282,,0.3959230894556994,0.4347803013933835,0.4194058672979852,,0.3723502664143135,0.4598830143505987,,,,,,0.5102077102837632,0.4608621556856725,,0.427635397075307,0.3597544810055677,,0.649913363841461,0.7313486087948373,0.5683593521268064,0.3806124117895545,1.0,,0.6630090872869372,0.3639440681039042,0.6797106842932484,0.735346695939815,0.7517045358168865,0.8033817942208942,0.7057596105907108,,0.3352086493592549,0.5821084330361005,0.435873304130693,0.3444031569905204,0.3938913818966937,,0.5736929496513089,,0.5519262414463934,0.659616495098007,0.5040956003900128,0.3915726660663225,0.6362293483830317,0.3709672233457591,0.4373635716064813,0.9366954696274472,0.549593474368273,0.3615919783401254
m2602,,,,,0.4139506738275176,,,,,,,0.5062452723509917,,,,,,,,0.7462774362811464,,0.2219612126408051,,0.3199429206775164,,,0.1133211007468181,,0.0459021533500847,,,0.2072027477068029,,,,,,,,,,,0.4763288233882818,,,,,,,,,,,0.4641488536078584,,,,,,,,,,,,,0.3114137210755745,,,,,,,,,,,,,,,,0.582909428377559,,,,,,,,,,,,,,0.3056209709409982,,,0.5607567799369232
m776,,,,,,,,,,,,,,,,,,,,0.6272504475970924,,0.415339500187032,,,,,,,0.3922541520480255,,,,,,,,,,,,,,,,,,,,,,,,,0.0946546732007541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m2824,,,,,0.5405139500143596,,,,,,,0.1923489583608697,,,,0.2136680507367296,0.158672108330577,,,0.3739393602411734,,0.3284157702425117,,0.4350257268180511,,,0.5488368953195883,,0.5295850900861102,,0.6454274543194132,0.4433970140144109,,,,,,,,0.7185282201081141,,0.0472835377463543,,,,,,,,0.6640913671288822,,,0.5064883278804185,0.4834210942645025,,,,,,,,,,,,0.8751395639668456,0.5421291448606115,,,,,0.8170163987309365,,,,,,,,,,,0.2903534260750317,,0.1579411622350731,,,,,,,,,0.5795869582827089,,,0.6809616858970975,,,0.6977244583105298
m1152,0.5587277591085928,0.1911153759464167,,,,,,0.5857572077135326,0.2298987939694113,0.5544898893511698,0.3959650863487005,0.4794779189537136,,0.462078583452709,0.20916418555734,0.5678252672297246,0.0761082444519923,,0.1726823053352396,0.6092789071956065,,0.4974023981796236,0.3538565718441346,0.4577946390548924,,,0.5703293356779239,0.6547923860954381,0.2900557947521968,0.4883791456173619,0.6195174224199805,0.755015118842857,,0.610816343911911,0.0988633501513798,,0.5421071188149005,,,,,0.1347740575787844,0.780015005967696,,0.5962990907611025,0.7023472328263651,,,0.01049592719048,0.4605561764838226,,0.457698841953172,0.380743127129465,0.5352937595322917,,0.8268929804830191,,,,,,,0.3630995567876655,,,0.3694596177922447,0.4179993619471238,,0.3108612723659031,0.9167240756678114,,,,,,,0.7679563213996264,,,1.0,,,0.3722745344444684,,0.7875634951231272,,,,,,,0.9066446412240774,0.5232437318631389,0.3472799756940736,0.2344658076255427,,0.6817645709903146,,,0.3935540164822694
m2118,0.458626766986138,0.4678282238549707,0.5862178563822861,0.352036541080993,0.4502980849378594,,,0.4293812967119105,0.700810495287528,0.3255811638216951,0.6266782783189506,0.5371415057002079,0.7158702952580499,0.3299996208839905,0.3976398385648469,0.4834819565307089,0.3807723323985433,0.5559960614733209,0.4774746310643181,0.6011351760065637,0.8509370523164623,0.5297644360276721,0.4103818733776987,0.5430837451583936,,0.3744901870772665,0.6477586169960096,0.6276874082321673,0.5483537684948048,0.5525989489404416,0.6237122275626632,0.5995695979070579,,0.6103904284861458,0.4977665576269906,,0.4619792605819283,0.6673119305685272,,0.5481713769692939,,0.508846010869417,0.4561399700528444,,0.3069730597579603,0.3167801339113978,0.4032468731239417,0.3582240954575729,0.3608898849101365,0.5683280160951905,,0.3418784631808705,0.3763584627697557,0.547647691128425,,0.5911062025870502,0.3114200282647039,0.5102077102837632,,,,0.3630995567876655,,,0.6578111870605232,0.6253032464733967,0.5577957522138548,,0.3414639952545371,0.4675416341106514,0.3830810202313072,0.3732980778362362,0.5235449444189959,,0.319105781641084,0.3137710281189816,0.6333644232600945,0.5905063651418353,0.2763997808515335,0.4865361893299235,0.3634741492984989,,0.6768333031800692,0.2564272672957723,0.3318477066614634,0.6124566899246022,0.3467432939791216,,0.3921576985450331,0.3769624327679202,0.4759088068038498,0.3342057512104816,0.4600435635700808,0.586950044769445,0.4401905868407108,0.5192994432184346,0.6154070409349456,0.7343722616337166,0.3463128154004519,0.6055770630332193
m1543,,,,,,,,,,,,0.2672422793747695,,,,,0.5960510186468009,,0.5566018866057593,,,0.3850572706176341,,0.219591463074194,,,0.2664076704963827,,0.4232096417327634,,,0.3654537664662528,,0.6939505256902505,,,,,,0.3612750443510659,,0.9948171408436456,,,0.3762081850501613,,,,,,,,,0.5729766920481603,,,,0.4608621556856725,,,,,,,,0.2258786696447783,0.2261177843188446,,0.3446092797785952,,,,,0.4761127507677877,,,,,,,,,,0.2500430757651544,,,,,,,,,,0.9766821178265446,0.5448072414355563,0.5505596655514042,0.6446456887396386,,,
m807,,1.0,0.5726593185673078,,,,,,,0.1237621912716238,,0.2538023987648828,,,0.0056102626219456,0.2404424811108603,0.4985190485140774,,,,,0.4679815034387376,,0.3294573206807373,,,0.1299513606176087,,0.1914049280114599,,,0.4063397663275513,,,,,,,,,,0.4385742822509066,0.4887232775049967,,,,0.02748009891343,,,,,,,0.3921342017255975,,0.6240826602495553,,,,,,,0.6578111870605232,,,,0.4027489824190151,,0.2202966901713302,,,,,,,,,,,,0.5584147735922826,,0.9066808459556824,,0.7485273427188639,,,,,,,,,,,,0.0923892570763489,,,0.8256628431426065
m2871,0.4415077495184512,0.5329573681361953,0.6301360566936938,0.3094252447455819,0.4343359064426869,,,0.3702633223391809,0.524242265106143,0.3896551411130407,0.6975533500428271,0.5673579088567551,0.3925209300957242,0.3218717548777132,0.2602601402712738,0.4848040343664787,0.2970874353820089,0.3948849741599489,0.3505944866937792,0.5176511975103,0.8075236458605579,0.5307705194381972,0.4427339099645078,0.6058751702286371,,0.5497382452457276,0.6095281627590438,0.5261412443671818,0.6005424591502342,0.4551010688279893,0.6622290465213592,0.5941357769947043,,0.4847127241336447,0.5279319377485095,,0.5804054863446676,0.3296799642844844,,0.5860993634838944,0.2071683052295773,0.3650344142301917,0.4235121865200073,,0.3811335767193686,0.4120394679642387,0.3854780536218771,0.2692097722249283,0.2123513236468343,0.6932286157658543,,0.385285484510836,0.4979034014334087,0.5914201493480603,,0.4507516668323605,0.5131185816786807,0.427635397075307,,,0.8751395639668456,0.3694596177922447,0.6253032464733967,0.2258786696447783,,,0.6008003964870011,,0.3896618230981394,0.392594339818053,0.5097509351433612,0.6247293398241678,0.3372405073253522,0.454016404862168,0.2065739090770113,0.2921558307733373,0.647629331779744,0.3474475752807942,0.2259330764460876,0.3447208143498375,0.2670460096442928,,0.6913146754552959,0.2901802718303327,0.3689149315164437,0.7191051571068258,0.4340627570766074,,0.3034500071059277,0.1285131544345218,0.3784334955013891,0.2311878571133228,0.5153727488376114,0.645352853101899,0.3455685925808062,0.401410483893545,0.6445048607422691,0.4789407153551152,0.3085143941476732,0.6627537329588917
m1225,0.3430793247758229,0.617640480308719,0.5188878129928746,0.2529482848410184,0.5366315116319302,0.6740553716790031,,0.2401254960237823,0.5596535190045255,0.4036240495976935,0.6841557848786695,0.5827743661528035,0.5971247898412059,0.3520495237787608,0.1796436645344947,0.442266012259389,0.2922826756083458,0.482486731499234,0.3997826679073054,0.5594053963282668,0.73226619773081,0.579866265971785,0.3718939573246991,0.6502600029625953,,0.260747044794818,0.6406933682121605,0.6059947117618856,0.676619024494849,0.3796940498442152,0.580513250054134,0.6299074338103918,0.632093380565035,0.4231883732187143,0.5352647151975422,,0.468380630522254,0.1796180298618643,,0.5142451333823534,0.6190869850812762,0.4087327284048574,0.3695262721145336,,0.2727533115745929,0.2983498167657866,0.3639410094379509,0.1398977657947719,0.2792420437095585,0.6934233454823453,,0.2735498575073227,0.5960886187261927,0.657196434559772,0.2318915835248206,0.3718099777260417,0.2790550502141323,0.3597544810055677,0.3114137210755745,,0.5421291448606115,0.4179993619471238,0.5577957522138548,0.2261177843188446,0.4027489824190151,0.6008003964870011,,,0.2142046247991521,0.7368442117452952,0.4576374246581744,0.5944114419492726,0.2491674682793558,0.7329656139574298,0.2060189019225734,0.2278903853745785,0.7395879208142442,0.420446886985966,0.3519576977424965,0.3420695325139503,0.2503488820830291,,0.722207003639636,0.3333330435733563,0.3434908710989836,0.7020380216181249,0.1704694652979514,,0.2442253751404244,0.3062615469304586,0.2074014734412997,0.1829870234184617,0.4492751945764581,0.7001232031210967,0.4020523298977372,0.3106508717436487,0.6324480393068571,0.2884993277904962,0.2144971540612842,0.6638202499323599
m3187,,,,,,,,,,,,,,,,,,,,,,0.75794497674825,,0.0787610238153238,,,0.1855919653116428,,0.2269918965904608,,,0.0038811850253527,,,,,,,,,,,,,,,,,,,,,,0.0038811850253527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75794497674825,,,
